Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
paleo,Paleo Whole30 Chicken Salad recipes,american,171.35,54.47,285.53,10/16/2022,17:22:12,3.146,0.191
paleo,Flourless Chocolate Peppermint Cake (Paleo and Low Carb) recipes,american,45.19,255.14,114.31,10/16/2022,17:22:12,0.177,2.232
paleo,Easy Paleo Fried Fish Sticks,french,106.13,43.27,214.62,10/16/2022,17:22:12,2.453,0.202
paleo,Paleo Cheese-Stuffed Meatballs,american,103.97,82.66,131.02,10/16/2022,17:22:12,1.258,0.631
paleo,"Paleo Shrimp, Bacon and Tomato Pasta Recip",italian,72.33,48.97,74.65,10/16/2022,17:22:12,1.477,0.656
paleo,Primal Organic Chicken Recipe In A Paleo Wrap,american,37.07,50.05,35.2,10/16/2022,17:22:12,0.741,1.422
paleo,Paleo Vegan Cherry Garcia Ice Cream,american,16.51,257.72,52.79,10/16/2022,17:22:12,0.064,4.882
paleo,Paleo Peach-Blueberry Cobbler recipes,american,42.38,245.47,161.24,10/16/2022,17:22:12,0.173,1.522
paleo,Paleo Sweet Potato Casserole,italian,38.03,1061.56,199.18,10/16/2022,17:22:18,0.036,5.33
paleo,Paleo Crab Cakes,american,32.3,14.14,106.85,10/16/2022,17:22:18,2.284,0.132
paleo,Cinnamon Raisin Paleo Bread Pudding recipes,british,74.2,336.36,139.83,10/16/2022,17:22:18,0.221,2.405
paleo,Paleo Chicken Piccata,french,38.49,111.57,127.66,10/16/2022,17:22:18,0.345,0.874
paleo,Paleo Barbecue Chicken Casserole recipes,italian,271.64,258.95,282.4,10/16/2022,17:22:18,1.049,0.917
paleo,Baked Ranch Chicken Tenders (Paleo + Whole30),american,105.57,129.65,146.59,10/16/2022,17:22:18,0.814,0.884
paleo,Chocolate Almond Buttercream Cups | PALEO,american,27.72,280.99,138.5,10/16/2022,17:22:18,0.099,2.029
paleo,Paleo Broccoli Salad,american,33.1,59.46,126.68,10/16/2022,17:22:18,0.557,0.469
paleo,Paleo Whole 30 Berry Chicken Salad,american,228.65,25.01,238.62,10/16/2022,17:22:18,9.142,0.105
paleo,"Cauliflower Fried ""Rice"" (Paleo)",chinese,26.48,44.85,16.65,10/16/2022,17:22:18,0.59,2.694
paleo,Paleo Pumpkin Bolognese,italian,83.7,41.66,96.89,10/16/2022,17:22:18,2.009,0.43
paleo,Paleo Egg Nog Cake recipes,british,62.83,159.42,66.35,10/16/2022,17:22:18,0.394,2.403
paleo,Easy Paleo Reese's™ Cups,french,61.73,259.06,224.92,10/16/2022,17:22:25,0.238,1.152
paleo,Paleo Cornbread Stuffing recipes,american,129.28,693.44,243.17,10/16/2022,17:22:25,0.186,2.852
paleo,Sloppy Joe's - Paleo & Whole30 recipes,french,94.68,90.81,85.8,10/16/2022,17:22:25,1.043,1.058
paleo,No-Bake Paleo Chocolate Chip Coconut Bars,american,74.81,272.62,518.78,10/16/2022,17:22:25,0.274,0.526
paleo,Portobello Mushroom Paleo Taco,italian,81.07,46.84,114.72,10/16/2022,17:22:25,1.731,0.408
paleo,Paleo BBQ Ranch Meatloaf,american,173.86,79.71,130.88,10/16/2022,17:22:25,2.181,0.609
paleo,Keto Paleo Tuna Taquitos Recipe,mexican,46.45,79.45,75.1,10/16/2022,17:22:25,0.585,1.058
paleo,Paleo Chocolate Coconut Milk Panna Cotta,italian,23.39,101.95,147.65,10/16/2022,17:22:25,0.229,0.69
paleo,"Slow Cooker Honey Peach Chipotle Meatballs (Gluten Free, Paleo) recipes",eastern europe,23.44,256.29,25.75,10/16/2022,17:22:25,0.091,9.953
paleo,Paleo Roasted Cabbage with Mustard Seed Dressing recipes,mediterranean,4.18,14.45,50.79,10/16/2022,17:22:25,0.289,0.285
paleo,Paleo Tuna Spinach Casserole recipes,italian,84.76,50.54,92.11,10/16/2022,17:22:25,1.677,0.549
paleo,Paleo Beef Stroganoff,eastern europe,130.93,70.55,203.75,10/16/2022,17:22:25,1.856,0.346
paleo,Slammin Wild Salmon Paleo Wrap Tumeric,nordic,95.18,45.51,55.22,10/16/2022,17:22:25,2.091,0.824
paleo,Vietnamese Spring Rolls (Paleo) recipes,south east asian,38.7,122.93,71.13,10/16/2022,17:22:25,0.315,1.728
paleo,Paleo Banana Muffins recipes,american,52.77,99.46,150.99,10/16/2022,17:22:25,0.531,0.659
paleo,Paleo Chicken Shawarma recipes,middle eastern,114.46,52.87,92.38,10/16/2022,17:22:25,2.165,0.572
paleo,Paleo Spinach Donuts recipes,american,43.22,247.39,124.45,10/16/2022,17:22:25,0.175,1.988
paleo,Paleo Strawberry Pie recipes,american,60.38,223.26,160.19,10/16/2022,17:22:32,0.27,1.394
paleo,Quick and Easy Paleo Salads,french,44.68,28.95,73.11,10/16/2022,17:22:32,1.543,0.396
paleo,Chocolate Custard (Paleo or Low Carb) recipes,french,36.84,126.43,159.07,10/16/2022,17:22:32,0.291,0.795
paleo,"Pumpkin Milkshake (Dairy-free, Paleo, AIP) recipes",american,21.77,88.19,168.04,10/16/2022,17:22:32,0.247,0.525
paleo,"Pistachio Crumbed Mushrooms (Paleo, Low Carb) recipes",british,47.75,59.33,157.69,10/16/2022,17:22:32,0.805,0.376
paleo,"Paleo Chocolate Mousse Cake (dairy Free, Raw Dessert, Keto, Paleo, Gluten Free) recipes",american,48.81,278.15,264.65,10/16/2022,17:22:32,0.175,1.051
paleo,Paleo Ground Beef Spaghetti Squash Skillet,italian,96.21,128.43,115.48,10/16/2022,17:22:32,0.749,1.112
paleo,Paleo Fried Green Tomatoes recipes,french,49.16,59.39,182.49,10/16/2022,17:22:32,0.828,0.325
paleo,Dulce de Leche Ice Cream (Paleo) recipes,italian,14.38,177.86,141.1,10/16/2022,17:22:32,0.081,1.261
paleo,"Easy BBQ Jackfruit Saute Recipe [Paleo, Vegan]",american,2.02,108.4,14.76,10/16/2022,17:22:32,0.019,7.344
paleo,"Easy 10 Minute Asian Zucchini Noodles (low-carb, Paleo) recipes",asian,13.86,37.92,7.02,10/16/2022,17:22:32,0.366,5.402
paleo,Paleo Maple Pecan Latte Mug Cake,american,12.5,36.44,32.19,10/16/2022,17:22:32,0.343,1.132
paleo,Paleo Beef Stew,american,208.63,137.91,54.39,10/16/2022,17:22:32,1.513,2.536
paleo,A No Bake Paleo Chocolate Cashew Coconut Dessert That’s Healthy,american,27.93,87.43,751.19,10/16/2022,17:22:32,0.319,0.116
paleo,"Easy Chicken Herb Salad (Paleo, Low Carb) recipes",american,81.02,9.13,109.01,10/16/2022,17:22:32,8.874,0.084
paleo,Frozen Chocolate Custard (Low Carb and Paleo Friendly),american,40.47,56.32,184.95,10/16/2022,17:22:38,0.719,0.305
paleo,Paleo Ground Beef Spaghetti Squash Skillet recipes,italian,96.21,128.43,115.48,10/16/2022,17:22:38,0.749,1.112
paleo,Salted Caramel Bliss Balls- Aka Paleo Style Truffles,french,58.09,221.62,168.29,10/16/2022,17:22:38,0.262,1.317
paleo,20-Minute Paleo Cashew Chicken,american,189.22,139.79,190.27,10/16/2022,17:22:38,1.354,0.735
paleo,"Healthy Buffalo Turkey Meatballs (paleo, GF) recipes",american,107.96,14.59,67.22,10/16/2022,17:22:38,7.4,0.217
paleo,"Shepherd’s Pie with Cauliflower Topping (GAPS, Paleo, Grain-Free) recipes",american,110.14,57.66,168.1,10/16/2022,17:22:38,1.91,0.343
paleo,Paleo Chocolate and Candied Orange Peel Freezer Fudge (GF) recipes,american,60.59,289.03,220.89,10/16/2022,17:22:38,0.21,1.308
paleo,Paleo Crockpot BBQ Pulled Pork,american,403.14,254.68,412.96,10/16/2022,17:22:38,1.583,0.617
paleo,Primal Roast Beast Wrap Recipe,british,65.76,53.13,62.59,10/16/2022,17:22:38,1.238,0.849
paleo,Paleo Chili Over Zero Carb Paleo Miracle Rice™,american,184.44,249.2,24.04,10/16/2022,17:22:38,0.74,10.366
paleo,Saucy Grilled Paleo Pork Chops Recipe,eastern europe,77.12,79.94,29.49,10/16/2022,17:22:38,0.965,2.711
paleo,"Orange and Five-Spice Roasted Chicken Legs | Keto, Paleo",mediterranean,677.22,41.71,686.9,10/16/2022,17:22:38,16.236,0.061
paleo,The Best Paleo Beef Enchiladas recipes,mexican,116.96,182.48,163.36,10/16/2022,17:22:38,0.641,1.117
paleo,Paleo Chicken Taco Meatballs (GF) recipes,mexican,90.61,10.48,51.89,10/16/2022,17:22:38,8.646,0.202
paleo,Smoky BBQ Paleo Chili recipes,american,97.93,107.81,116.11,10/16/2022,17:22:38,0.908,0.929
paleo,Collard Green Paleo Slaw (Super Slaw) recipes,mediterranean,5.4,28.18,31.71,10/16/2022,17:22:45,0.192,0.889
paleo,"Blueberry Chia Seed Coleslaw (Paleo, GF) recipes",american,12.01,80.23,53.09,10/16/2022,17:22:45,0.15,1.511
paleo,"Orange Chicken Recipe (Paleo, Grain-Free) recipes",french,191.91,161.86,143.79,10/16/2022,17:22:45,1.186,1.126
paleo,Sneaky Chocolate Veggie Cake (Paleo option) recipes,american,96.82,335.74,291.09,10/16/2022,17:22:45,0.288,1.153
paleo,Paleo Cauliflower Fried Rice,chinese,56.99,97.39,56.34,10/16/2022,17:22:45,0.585,1.729
paleo,Caramel Chocolate Mousse (Paleo & Vegan) recipes,american,38.1,270.02,232.58,10/16/2022,17:22:45,0.141,1.161
paleo,"Healthy Fudge Bites {Paleo, Gluten Free, Sugar Free, Dairy Free} recipes",american,8.38,178.34,297.71,10/16/2022,17:22:45,0.047,0.599
paleo,"Easy Crab Cakes (Paleo, Low Carb) recipes",french,94.1,15.58,63.84,10/16/2022,17:22:45,6.04,0.244
paleo,Keto Paleo Meatloaf recipes,american,143.36,37.65,172.61,10/16/2022,17:22:45,3.808,0.218
paleo,Paleo Ginger Cake with Lemon and Coconut,french,59.12,86.59,200.92,10/16/2022,17:22:45,0.683,0.431
paleo,Paleo Whole30 Classic Potato Salad,mediterranean,32.03,272.41,57.65,10/16/2022,17:22:45,0.118,4.725
paleo,Paleo Chocolate Pistachio Biscotti recipes,italian,53.41,214.31,129.8,10/16/2022,17:22:45,0.249,1.651
paleo,Paleo Sloppy Joes with Sweet Potatoes recipes,american,90.72,202.74,106.32,10/16/2022,17:22:45,0.447,1.907
paleo,Gluten Free “Carrot Cake” Vegan Cheesecake {Paleo} recipes,american,74.18,426.76,307.56,10/16/2022,17:22:45,0.174,1.388
paleo,Paleo Chocolate Chunk Banana Bread recipes,american,81.41,257.6,233.5,10/16/2022,17:22:45,0.316,1.103
paleo,Paleo Sweet and Sour Pork,mediterranean,97.79,167.44,112.53,10/16/2022,17:22:45,0.584,1.488
paleo,"Egg Salad Lettuce Wraps (Paleo, GF) recipes",american,31.06,10.09,50.9,10/16/2022,17:22:52,3.078,0.198
paleo,"Spaghetti Squash Soup with Pumpkin and Fall Flavors {GF, Vegan, Paleo}",american,42.79,175.5,44.84,10/16/2022,17:22:52,0.244,3.914
paleo,"BBQ Beef Pizza (AIP, Paleo)",italian,111.23,259.49,110.34,10/16/2022,17:22:52,0.429,2.352
paleo,Paleo-Approved Classic Chicken Salad,american,37.0,58.18,212.82,10/16/2022,17:22:52,0.636,0.273
paleo,Primal Curried Egg Salad Coconut Wraps,american,22.37,38.14,42.75,10/16/2022,17:22:52,0.587,0.892
paleo,Baked Salmon with Pesto and Pecans,nordic,329.12,8.78,251.78,10/16/2022,17:22:52,37.485,0.035
paleo,Paleo Banana Chocolate Chip Muffins,american,105.65,526.6,219.56,10/16/2022,17:22:52,0.201,2.398
paleo,"Almond Flour Crust for Tarts or Pies - Gluten Free, Low Carb, Sugar Free, Paleo recipes",american,62.5,84.87,199.1,10/16/2022,17:22:52,0.736,0.426
paleo,"Spatchcock Herbed Chicken (Paleo, Whole30 option)",french,226.67,21.54,221.69,10/16/2022,17:22:52,10.523,0.097
paleo,Paleo Chocolate Sweet Potato Bread (gluten and dairy free),american,77.32,1801.16,887.91,10/16/2022,17:22:52,0.043,2.029
paleo,Easy Paleo Lemon Chia Seed Muffins,american,74.35,542.66,211.44,10/16/2022,17:22:52,0.137,2.566
paleo,Paleo Chocolate Honey Bars recipes,american,77.32,349.38,266.18,10/16/2022,17:22:52,0.221,1.313
paleo,DIY Chicken Burrito Bowl (Paleo),mexican,86.59,165.25,101.45,10/16/2022,17:22:52,0.524,1.629
paleo,"Healthy Buffalo Turkey Meatloaf (Paleo, Whole30) recipes",american,217.07,34.17,134.74,10/16/2022,17:22:58,6.353,0.254
paleo,Paleo Slow Cooker Beef Stew recipes,american,179.32,120.49,36.68,10/16/2022,17:22:58,1.488,3.285
paleo,"Teriyaki Salmon Recipe (Grain-Free, Paleo) recipes",nordic,102.48,104.16,59.07,10/16/2022,17:22:58,0.984,1.763
paleo,Banana Cocoa Snack Cake (Paleo) recipes,american,68.94,227.74,168.98,10/16/2022,17:22:58,0.303,1.348
paleo,Paleo Creole Meatballs,american,134.14,55.22,177.0,10/16/2022,17:22:58,2.429,0.312
paleo,Easy Paleo Shepherd's Pie recipes,american,107.14,93.45,137.29,10/16/2022,17:22:58,1.146,0.681
paleo,"Buffalo Chicken Cobb Salad {paleo, whole30",american,3.26,7.35,89.83,10/16/2022,17:22:58,0.444,0.082
paleo,Paleo Carrot & Apple Juicer Pulp Muffi,british,56.05,119.56,118.16,10/16/2022,17:22:58,0.469,1.012
paleo,Sesame Ginger Paleo Turkey Meatballs recipes,american,104.28,42.67,56.99,10/16/2022,17:22:58,2.444,0.749
paleo,"Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free)",american,16.29,154.99,89.99,10/16/2022,17:22:58,0.105,1.722
paleo,Zero Carb Beef Stew w/Paleo Rice By Paleo Nate,american,459.83,289.66,200.26,10/16/2022,17:22:58,1.587,1.446
paleo,Creamy Paleo Chicken Enchiladas Verdes recipes,mexican,168.06,206.21,137.17,10/16/2022,17:22:58,0.815,1.503
paleo,"Paleo Vegetarian Tacos with Zucchini, Squash & Eggplant recipes",mexican,33.3,254.57,86.36,10/16/2022,17:22:58,0.131,2.948
paleo,Paleo Chocolate Pecan Tart,american,52.41,149.85,387.32,10/16/2022,17:22:58,0.35,0.387
paleo,"Paleo Pepperoni Pizza with Veggies {GF, DF}",italian,39.65,112.8,58.12,10/16/2022,17:22:58,0.352,1.941
paleo,Chicken Shawarma on Pita recipes,middle eastern,237.66,213.88,158.28,10/16/2022,17:23:05,1.111,1.351
paleo,Almond Crusted Tilapia,mediterranean,135.57,96.94,107.04,10/16/2022,17:23:05,1.398,0.906
paleo,Paleo Creole Meatballs recipes,american,134.58,57.97,177.14,10/16/2022,17:23:05,2.322,0.327
paleo,"Mini Zucchini Avocado Burgers Recipe [Paleo, Keto, AIP]",american,44.44,15.24,93.04,10/16/2022,17:23:05,2.916,0.164
paleo,Paleo Thai Chicken Pizza recipes,south east asian,69.42,349.98,61.24,10/16/2022,17:23:05,0.198,5.715
paleo,"The BEST Strawberry Banana Bread {Paleo, Vegan, Gluten Free}",american,52.44,304.22,97.85,10/16/2022,17:23:05,0.172,3.109
paleo,Paleo Albino Mole Cake – Maulwurftorte with a Twist,italian,56.57,247.41,327.06,10/16/2022,17:23:05,0.229,0.756
paleo,"Salted Caramel Paleo Bark (GF, dairy-free) recipes",american,29.64,509.13,144.51,10/16/2022,17:23:05,0.058,3.523
paleo,Lemony Brussels Sprouts Salad {vegan+glutenfree+paleo},american,41.86,80.89,59.56,10/16/2022,17:23:05,0.517,1.358
paleo,Paleo Clam Chowder with Cauliflower recipes,american,189.77,141.35,74.16,10/16/2022,17:23:05,1.343,1.906
paleo,Paleo Asian Cauliflower Fried ‘Rice’ recipes,chinese,39.84,54.08,71.55,10/16/2022,17:23:05,0.737,0.756
paleo,"Easy Apricot-Mustard Chicken Bake (paleo, GF) recipes",french,113.18,183.36,125.59,10/16/2022,17:23:05,0.617,1.46
paleo,Paleo Mississippi Roast with Lotus Root recipes,british,163.04,58.41,164.26,10/16/2022,17:23:05,2.791,0.356
paleo,New England Paleo Clam Chowder,american,334.83,207.38,333.75,10/16/2022,17:23:05,1.615,0.621
paleo,Paleo Chicken Cauliflower Fried Rice,chinese,116.43,52.09,87.92,10/16/2022,17:23:12,2.235,0.592
paleo,"My signature dish – Mediterranean Chicken, Paleo-ized",mediterranean,121.64,74.55,135.13,10/16/2022,17:23:12,1.632,0.552
paleo,Red Robin Recreation – Perfectly Crispy Paleo French Fries recipes,french,18.84,183.47,311.62,10/16/2022,17:23:12,0.103,0.589
paleo,Chorizo Breakfast Tacos recipes,mexican,68.47,66.7,85.65,10/16/2022,17:23:12,1.027,0.779
paleo,Paleo Cashew Chocolate Chip Blondies recipes,american,63.76,267.66,229.85,10/16/2022,17:23:12,0.238,1.164
paleo,Chocolate Chip Cookie Ice Cream Sandwiches ~ The Paleo Mom,american,23.05,281.18,165.66,10/16/2022,17:23:12,0.082,1.697
paleo,Paleo Shepards Pie recipes,american,114.59,106.71,89.4,10/16/2022,17:23:12,1.074,1.194
paleo,"Angel Food Cake (Grain-Free, Paleo) recipes",american,58.83,330.85,126.65,10/16/2022,17:23:12,0.178,2.612
paleo,Paleo Chicken and Dumplings,italian,377.65,125.61,194.55,10/16/2022,17:23:12,3.007,0.646
paleo,Grain Free Ice Cream Sandwiches (Paleo and Low Carb) recipes,american,58.81,194.28,185.23,10/16/2022,17:23:12,0.303,1.049
paleo,"Chocolate Berry Tart (Grain-Free, Paleo)",french,97.49,280.14,228.11,10/16/2022,17:23:12,0.348,1.228
paleo,Paleo Chocolate Chunk Strawberry Banana Bread,american,38.2,228.92,94.83,10/16/2022,17:23:12,0.167,2.414
paleo,Instant Pot Purple Paleo Potato Salad Recipe,mediterranean,49.16,188.97,182.14,10/16/2022,17:23:19,0.26,1.037
paleo,Primal Guacamole Burger Recipe,mexican,99.33,50.03,102.87,10/16/2022,17:23:19,1.985,0.486
paleo,"Paleo Kimchi Beef Stir-Fry (Whole30, Keto)",american,66.68,45.64,31.42,10/16/2022,17:23:19,1.461,1.453
paleo,Baked FrenchFries with Chipotle Ranch Dip {Paleo & Whole30} recipes,mexican,17.83,143.96,192.82,10/16/2022,17:23:19,0.124,0.747
paleo,"Vegan Paleo Blueberry Muffins {Grain Free, Gluten Free}",american,24.39,145.01,97.33,10/16/2022,17:23:19,0.168,1.49
paleo,Guinness Stew recipes,french,173.53,188.85,75.26,10/16/2022,17:23:19,0.919,2.509
paleo,"4 Ingredient Chocolate Peanut Butter Homemade Frosty Recipe (Vegan, Dairy-Free, Gluten-Free, Refined Sugar-Free)",american,25.63,137.31,38.5,10/16/2022,17:23:19,0.187,3.566
paleo,Asian Healthy Broccoli Salad,chinese,61.72,116.82,136.47,10/16/2022,17:23:19,0.528,0.856
paleo,Cilantro Base recipes,american,3.5,19.57,13.98,10/16/2022,17:23:19,0.179,1.4
paleo,Paleo Slow Cooker Honey Garlic Chicken and Vegetables recipes,mediterranean,501.65,312.39,58.06,10/16/2022,17:23:19,1.606,5.38
paleo,Paleo Italian Meatballs & Spaghetti Squash recipes,italian,148.98,115.06,187.38,10/16/2022,17:23:19,1.295,0.614
paleo,"30 Minute Beef Stroganoff Recipe (Paleo, Gluten Free, Dairy Free) recipes",eastern europe,110.57,36.4,308.95,10/16/2022,17:23:19,3.038,0.118
paleo,"Squash Au Gratin (Paleo, GF) recipes",french,25.32,148.79,102.31,10/16/2022,17:23:19,0.17,1.454
paleo,"Cream ""Cheesy"" Italian Stuffed Mushrooms {Paleo, Dairy Free, Whole 30}",italian,175.1,129.3,475.09,10/16/2022,17:23:19,1.354,0.272
paleo,Nightshade-free Pizza (from Make It Paleo 2) recipes,italian,164.08,310.6,220.29,10/16/2022,17:23:26,0.528,1.41
paleo,Paleo Turkey or Beef Meatloaf recipes,american,396.66,91.97,209.04,10/16/2022,17:23:26,4.313,0.44
paleo,Slow Cooker Paleo Sweet Potato Casserole recipes,italian,46.14,368.64,187.19,10/16/2022,17:23:26,0.125,1.969
paleo,"French Swiss Chard Tart (Gluten-Free, Grain-Free, Vegetarian, Paleo Option) recipes",french,96.67,110.45,253.55,10/16/2022,17:23:26,0.875,0.436
paleo,Paleo Brussels Sprout and Bacon Coleslaw recipes,central europe,44.13,80.3,340.69,10/16/2022,17:23:26,0.55,0.236
paleo,Ranch Roasted Cashews recipes,american,51.65,88.86,137.28,10/16/2022,17:23:26,0.581,0.647
paleo,Simple Egg Drop Soup recipes,chinese,88.59,102.88,60.78,10/16/2022,17:23:26,0.861,1.693
paleo,Paleo Thanksgiving Stuffing with Pumpkin Bread recipes,american,33.75,350.04,119.19,10/16/2022,17:23:26,0.096,2.937
paleo,Garlic Parmesan Zucchini Bread,italian,47.68,72.73,92.86,10/16/2022,17:23:26,0.656,0.783
paleo,Crock Pot Korean Gochujang Pork,french,409.4,101.9,415.15,10/16/2022,17:23:26,4.018,0.245
paleo,"20 Minute Cashew Chicken Recipe {Paleo, Gluten-Free, Clean Eating, Dairy-Free} recipes",italian,165.49,354.68,259.89,10/16/2022,17:23:26,0.467,1.365
paleo,Paleo Kale Orange Beef Stir Fry with Spiralized Sweet Potato Noodles,asian,53.5,90.16,45.21,10/16/2022,17:23:26,0.593,1.994
paleo,"Bang Bang Shrimp (Paleo, Whole30, AIP)",japanese,94.91,24.03,95.1,10/16/2022,17:23:26,3.95,0.253
paleo,"French Tomato, Tuna, & Mustard Quiche (paleo, GF) recipes",french,63.83,61.93,58.2,10/16/2022,17:23:26,1.031,1.064
paleo,Bacon Wrapped Chili Dogs,american,73.79,27.35,199.7,10/16/2022,17:23:33,2.698,0.137
paleo,"Coconut Custard Pie {Paleo, Dairy Free} recipes",american,80.9,762.78,525.09,10/16/2022,17:23:33,0.106,1.453
paleo,"Lemony Spring Cobb Salad (paleo, GF) recipes",american,123.97,173.48,208.48,10/16/2022,17:23:33,0.715,0.832
paleo,Mango Turkey Sloppy Joe Salad Bowls {Paleo} recipes,american,106.07,148.46,94.71,10/16/2022,17:23:33,0.714,1.568
paleo,Zucchini-Bacon Egg Muffins (Gluten-Free),british,91.77,24.63,144.03,10/16/2022,17:23:33,3.726,0.171
paleo,Easy Keto Low Carb Taco Soup Recipe,mexican,88.18,55.1,173.29,10/16/2022,17:23:33,1.6,0.318
paleo,"Coffee Cake (Grain Free, Gaps, Paleo, Primal) recipes",american,109.97,342.18,267.62,10/16/2022,17:23:33,0.321,1.279
paleo,Paleo Shrimp Cakes with Tangy Lemon Aioli recipes,mediterranean,76.25,59.59,119.56,10/16/2022,17:23:33,1.28,0.498
paleo,Coronation Chicken Salad,american,106.52,38.99,136.13,10/16/2022,17:23:33,2.732,0.286
paleo,Healthy Chocolate Potato Whiskey Cake with Chocolate Whiskey Ganache recipes,french,39.51,390.78,125.83,10/16/2022,17:23:33,0.101,3.106
paleo,Seafood Pumpkin Spaghetti Squash Pasta {Paleo} recipes,italian,37.87,78.72,76.18,10/16/2022,17:23:33,0.481,1.033
paleo,"Sweet Potato Salad Niçoise (paleo, GF) recipes",french,119.06,196.4,78.45,10/16/2022,17:23:33,0.606,2.504
paleo,"Sausage Tomato Basil Paleo Pizza {GF, DF} recipes",italian,76.95,440.95,38.48,10/16/2022,17:23:33,0.175,11.459
paleo,Crock Pot Barbecue Turkey Thighs recipes,american,401.69,121.06,139.12,10/16/2022,17:23:33,3.318,0.87
paleo,"Red Coconut Curry Pulled Chicken (Paleo, GF) recipes",south east asian,269.34,125.64,294.69,10/16/2022,17:23:33,2.144,0.426
paleo,"Mixed Baby Greens with Strawberries, Gorgonzola and Poppy Seed Dressing recipes",mediterranean,18.06,64.11,53.22,10/16/2022,17:23:39,0.282,1.205
paleo,Chocolate Dipped Chocolate Meringue Cookies recipes,french,21.57,53.33,61.7,10/16/2022,17:23:39,0.404,0.864
paleo,Paleo German Chocolate Cake recipes,central europe,69.49,539.28,261.39,10/16/2022,17:23:39,0.129,2.063
paleo,Paleo Pumpkin Chili {Nightshade-Free} recipes,american,160.42,229.01,71.05,10/16/2022,17:23:39,0.7,3.223
paleo,Paleo Fajita Salad with Chicken Taco Meatballs (GF) recipes,mexican,96.02,119.74,160.31,10/16/2022,17:23:39,0.802,0.747
paleo,"Kung Pao Cauliflower Chicken - Low Carb, Keto, Paleo and Gluten-Free! recipes",eastern europe,264.42,103.62,53.3,10/16/2022,17:23:39,2.552,1.944
paleo,Paleo Orange Chicken with Cauliflower Rice recipes,mediterranean,213.27,102.46,223.15,10/16/2022,17:23:39,2.081,0.459
paleo,Perfect Peanut Butter Blossoms recipes,american,68.1,167.94,194.8,10/16/2022,17:23:39,0.406,0.862
paleo,Paleo Buffalo Chicken Nuggets recipes,american,138.21,63.62,412.64,10/16/2022,17:23:39,2.172,0.154
paleo,GO-LO Sugar Free Hazelnut Spread Review,american,14.52,183.36,14.79,10/16/2022,17:23:39,0.079,12.398
paleo,Carrot Spice Cake Ice Cream,american,7.28,129.89,17.14,10/16/2022,17:23:39,0.056,7.578
paleo,Moroccan Saffron Chicken recipes,middle eastern,228.34,43.52,254.6,10/16/2022,17:23:39,5.247,0.171
paleo,Lemongrass Vietnamese Meatballs recipes,south east asian,83.95,55.81,106.65,10/16/2022,17:23:39,1.504,0.523
paleo,Fudgy Flourless Brownies recipes,french,62.8,401.12,322.08,10/16/2022,17:23:39,0.157,1.245
